race,income,parent_ed,raw_sat_score
Black,Q4,Associate,1000
Black,Q2,HS,800
White,Q2,HS,920
Hispanic,Q3,HS,870
White,Q3,HS,1000
White,Q5,Grad,960
White,Q5,HS,1300
Hispanic,Q3,HS,1170
Black,Q4,HS,1010
Black,Q2,HS,720
Hispanic,Q5,Grad,1250
Hispanic,Q5,Grad,930
Hispanic,Q2,Bachelor,1050
Hispanic,Q3,HS,810
Black,Q5,Grad,1210
White,Q5,Grad,1440
Hispanic,Q2,Bachelor,1240
Hispanic,Q4,Bachelor,1010
White,Q5,Bachelor,910
Two,Q4,HS,1300
White,Q5,Bachelor,1400
Black,Q4,Grad,840
Black,Q2,HS,870
Asian,Q5,HS,1130
Black,Q5,Bachelor,1050
White,Q1,Bachelor,1050
White,Q3,HS,1090
Asian,Q1,Grad,1170
White,Q5,Grad,1030
White,Q1,HS,1160
Two,Q5,Grad,690
White,Q5,Bachelor,1040
Hispanic,Q5,Bachelor,1280
White,Q5,Grad,1490
White,Q3,Bachelor,590
White,Q5,HS,1130
Hispanic,Q3,Bachelor,1030
White,Q5,Bachelor,1150
White,Q5,Bachelor,1440
White,Q2,Grad,770
White,Q1,HS,750
White,Q5,Grad,1570
Black,Q5,Bachelor,880
White,Q5,Bachelor,1220
Hispanic,Q2,Bachelor,1360
Hispanic,Q1,Bachelor,1010
White,Q5,Bachelor,890
Asian,Q2,Grad,1460
Hispanic,Q5,HS,1060
AIAN,Q3,Associate,1430
White,Q5,HS,870
Black,Q4,HS,830
Hispanic,Q5,HS,900
White,Q5,HS,1110
Two,Q4,Bachelor,1560
Black,Q3,No HS,1000
White,Q1,Grad,1190
Two,Q4,Grad,1130
Asian,Q5,Grad,660
Hispanic,Q1,Grad,1100
White,Q5,Bachelor,1130
Hispanic,Q2,Associate,1160
Hispanic,Q1,Grad,790
White,Q4,Grad,1520
Hispanic,Q3,Grad,860
White,Q1,HS,1250
White,Q5,HS,900
White,Q4,HS,720
Hispanic,Q3,HS,1010
White,Q4,No HS,1000
Two,Q1,HS,830
Hispanic,Q3,Bachelor,760
Hispanic,Q5,HS,940
White,Q4,HS,820
White,Q3,Grad,1360
Hispanic,Q5,HS,920
Hispanic,Q4,Grad,1190
White,Q5,HS,1240
White,Q5,Bachelor,1200
Black,Q4,Associate,1490
Asian,Q2,Grad,1060
White,Q4,Grad,1350
White,Q2,Grad,610
Hispanic,Q2,Grad,1180
Black,Q5,HS,700
Two,Q4,Grad,750
White,Q5,Associate,830
White,Q5,Bachelor,950
Hispanic,Q5,Bachelor,1050
Asian,Q5,HS,1040
White,Q3,Grad,770
Black,Q5,Associate,980
Hispanic,Q1,Grad,1000
White,Q5,Bachelor,830
White,Q5,Bachelor,1180
Hispanic,Q2,HS,890
Hispanic,Q1,Bachelor,900
White,Q3,HS,690
White,Q3,HS,1220
Hispanic,Q2,Grad,1220
Asian,Q4,Grad,1410
White,Q4,Grad,1250
Hispanic,Q3,Grad,1380
Hispanic,Q5,Bachelor,1180
White,Q3,HS,1130
White,Q4,Bachelor,1500
Black,Q5,Bachelor,1370
Black,Q3,Grad,1240
Hispanic,Q5,Grad,1260
White,Q3,Bachelor,1330
Hispanic,Q1,Bachelor,1170
White,Q5,Associate,900
Hispanic,Q5,HS,1430
White,Q5,HS,840
White,Q4,Grad,980
Black,Q5,Bachelor,1260
White,Q5,Grad,1120
Hispanic,Q1,Bachelor,790
White,Q2,No HS,1050
Asian,Q4,Bachelor,1160
White,Q1,HS,1180
White,Q5,Grad,1220
AIAN,Q5,Bachelor,890
Two,Q3,Grad,1000
AIAN,Q5,Bachelor,990
White,Q4,Grad,1070
Hispanic,Q1,HS,980
Hispanic,Q3,Grad,920
Asian,Q5,Bachelor,730
Two,Q4,HS,1160
White,Q3,Bachelor,1160
White,Q5,Grad,1070
Black,Q2,Grad,1050
White,Q2,Grad,1040
White,Q5,Grad,1200
Hispanic,Q4,Bachelor,970
Hispanic,Q4,Associate,740
Black,Q1,Grad,1180
Hispanic,Q2,HS,880
White,Q4,No HS,860
Hispanic,Q2,Grad,1070
White,Q2,Grad,910
White,Q5,HS,1200
Two,Q5,Bachelor,760
Black,Q5,No HS,460
White,Q5,HS,1340
Black,Q5,HS,670
White,Q5,Grad,1380
White,Q2,Bachelor,1100
White,Q5,Grad,1600
White,Q5,HS,1020
White,Q3,Bachelor,1100
Hispanic,Q3,Grad,940
White,Q5,Grad,1170
Hispanic,Q5,No HS,1470
White,Q1,Grad,1220
Asian,Q5,Bachelor,960
Black,Q5,Bachelor,720
Black,Q4,Bachelor,780
Black,Q3,Grad,870
White,Q5,Bachelor,910
White,Q1,Grad,1020
White,Q3,HS,1210
White,Q2,Bachelor,810
White,Q5,Bachelor,1200
Black,Q2,Grad,1030
Hispanic,Q2,HS,910
White,Q2,Associate,1020
Black,Q1,HS,660
Hispanic,Q5,Associate,1150
Asian,Q2,Bachelor,940
White,Q1,Grad,810
Asian,Q5,HS,910
White,Q5,HS,830
White,Q5,HS,1000
Black,Q5,HS,1130
White,Q3,Bachelor,760
White,Q1,Bachelor,930
Black,Q5,Bachelor,750
Hispanic,Q4,HS,780
Asian,Q2,HS,950
White,Q5,Bachelor,740
Hispanic,Q4,Grad,630
Black,Q1,Grad,810
Asian,Q5,HS,680
White,Q5,Associate,1270
White,Q2,HS,1200
White,Q3,Grad,1000
Asian,Q5,HS,1260
White,Q5,HS,1050
Asian,Q3,No HS,440
White,Q3,Bachelor,990
White,Q2,Bachelor,1050
White,Q5,HS,900
Hispanic,Q4,HS,1450
White,Q5,Bachelor,920
White,Q1,HS,890
Hispanic,Q5,Bachelor,1020
Two,Q3,Grad,950
Hispanic,Q2,Grad,960
White,Q5,HS,1250
Hispanic,Q4,Bachelor,1180
Hispanic,Q2,No HS,940
White,Q5,Grad,1200
White,Q2,HS,770
White,Q5,Bachelor,1020
White,Q1,Grad,730
Hispanic,Q4,Grad,1280
White,Q4,HS,1010
Black,Q4,Bachelor,1170
Asian,Q5,No HS,1220
Black,Q5,HS,980
White,Q2,Grad,1130
Asian,Q5,HS,1250
White,Q5,Bachelor,1080
Asian,Q4,Bachelor,1060
Black,Q2,HS,1280
Hispanic,Q5,HS,780
Hispanic,Q1,Grad,750
Hispanic,Q2,Bachelor,630
White,Q4,Bachelor,1060
White,Q5,No HS,980
Black,Q5,No HS,1010
Asian,Q4,Grad,830
Asian,Q5,Grad,1170
Asian,Q2,HS,1370
White,Q3,No HS,960
White,Q5,Grad,1280
Hispanic,Q4,Grad,1020
White,Q4,HS,1330
Black,Q4,Grad,1330
White,Q4,Bachelor,1310
Asian,Q2,HS,1190
Hispanic,Q5,Bachelor,990
Hispanic,Q1,HS,910
Black,Q4,HS,1180
AIAN,Q4,Bachelor,960
Hispanic,Q5,Bachelor,1180
White,Q4,Grad,1090
White,Q1,Bachelor,1050
Black,Q5,Grad,1210
Asian,Q5,Grad,1260
White,Q4,Grad,740
White,Q4,Grad,1390
Asian,Q5,Grad,1310
Asian,Q4,HS,1200
White,Q4,Bachelor,1370
White,Q5,Bachelor,820
Two,Q3,Grad,1240
White,Q5,Bachelor,1240
Hispanic,Q4,Bachelor,1210
Hispanic,Q4,HS,1140
Hispanic,Q4,Bachelor,1430
White,Q5,Grad,1420
White,Q4,Grad,800
White,Q1,HS,1040
Asian,Q3,Bachelor,1230
White,Q5,Bachelor,1240
Asian,Q5,Bachelor,1320
Hispanic,Q1,Bachelor,670
White,Q5,Bachelor,1180
Hispanic,Q3,HS,1130
Black,Q3,Grad,1150
Hispanic,Q2,Associate,1260
White,Q5,Associate,840
Hispanic,Q5,Bachelor,1240
White,Q2,Associate,1040
Asian,Q5,Bachelor,1190
Asian,Q5,Bachelor,870
Hispanic,Q2,Bachelor,840
White,Q5,Bachelor,1190
Hispanic,Q2,Bachelor,1030
Asian,Q4,Grad,880
Black,Q2,Grad,1160
Hispanic,Q5,Bachelor,940
Hispanic,Q4,No HS,1000
White,Q5,Grad,1000
White,Q5,HS,1270
Black,Q1,Bachelor,640
White,Q2,HS,680
Hispanic,Q1,Bachelor,890
Hispanic,Q3,Bachelor,680
White,Q5,Bachelor,920
Hispanic,Q2,Bachelor,960
White,Q4,Grad,1260
Two,Q4,Grad,980
White,Q5,Grad,1200
Black,Q5,Grad,1090
White,Q4,HS,1220
White,Q2,HS,920
Two,Q5,Bachelor,1170
Hispanic,Q3,HS,780
White,Q4,HS,940
Black,Q5,No HS,970
Asian,Q1,Bachelor,1240
White,Q5,HS,1320
Hispanic,Q3,Grad,850
Two,Q5,HS,780
White,Q4,Grad,1090
Black,Q5,Bachelor,610
White,Q3,Bachelor,1320
White,Q4,Grad,960
Asian,Q4,HS,790
White,Q4,Grad,1070
Hispanic,Q4,Grad,940
Hispanic,Q4,Grad,1100
Hispanic,Q2,Bachelor,1020
White,Q5,Bachelor,1310
Asian,Q3,Grad,1120
Hispanic,Q5,Grad,1050
Black,Q3,Bachelor,960
Black,Q1,HS,780
Hispanic,Q5,HS,1300
Black,Q4,Bachelor,1300
AIAN,Q2,Bachelor,1230
White,Q2,Grad,1200
White,Q4,Bachelor,1190
White,Q4,HS,1310
White,Q5,HS,1330
White,Q5,HS,1350
White,Q5,Grad,1360
Hispanic,Q4,No HS,1030
Hispanic,Q2,Bachelor,990
White,Q3,Bachelor,1290
Asian,Q5,HS,880
Hispanic,Q3,Bachelor,1160
White,Q1,Bachelor,1000
Asian,Q2,HS,850
White,Q3,Bachelor,1000
Two,Q5,Grad,1270
White,Q5,No HS,860
Hispanic,Q3,Bachelor,770
White,Q1,Grad,1070
White,Q3,Bachelor,920
White,Q3,Bachelor,1480
Hispanic,Q5,HS,1130
Asian,Q5,HS,820
Hispanic,Q2,HS,950
White,Q3,Grad,770
Black,Q4,HS,840
Hispanic,Q2,HS,1220
White,Q5,HS,1250
Black,Q5,Grad,940
White,Q3,Grad,990
Black,Q2,Associate,1090
White,Q5,HS,940
Black,Q3,Bachelor,830
Black,Q4,HS,940
White,Q5,Grad,970
White,Q5,Grad,910
White,Q1,Bachelor,910
White,Q4,HS,1090
White,Q3,Associate,1080
Hispanic,Q1,Grad,780
White,Q5,Grad,770
White,Q4,HS,940
White,Q5,Grad,1280
Hispanic,Q4,HS,790
White,Q4,No HS,840
Asian,Q2,Grad,1340
White,Q3,HS,1290
Hispanic,Q2,HS,800
White,Q5,Bachelor,1180
Hispanic,Q3,Bachelor,730
White,Q2,Bachelor,800
White,Q5,No HS,1220
White,Q5,HS,1030
Asian,Q3,No HS,1080
Hispanic,Q5,Bachelor,1320
Black,Q3,No HS,820
Black,Q5,Associate,640
Black,Q5,Bachelor,1100
Asian,Q3,HS,1250
Hispanic,Q1,Grad,1170
White,Q3,Bachelor,1160
White,Q5,Grad,1260
Black,Q5,HS,1450
White,Q3,HS,940
White,Q2,Bachelor,620
White,Q2,No HS,1070
Black,Q4,No HS,420
Black,Q1,No HS,830
Black,Q4,Grad,1300
White,Q4,HS,1230
Black,Q1,Grad,1470
Hispanic,Q5,HS,770
Two,Q2,HS,1170
Asian,Q4,Bachelor,1340
Two,Q3,Bachelor,1160
White,Q4,Associate,1180
White,Q2,Bachelor,860
Hispanic,Q2,Bachelor,910
Asian,Q4,HS,860
Hispanic,Q5,No HS,990
Black,Q2,Associate,910
Hispanic,Q5,Grad,1300
Black,Q4,HS,1210
White,Q2,Grad,730
Hispanic,Q1,Bachelor,960
White,Q3,HS,1040
White,Q3,Grad,1140
Hispanic,Q5,Bachelor,1030
Hispanic,Q2,No HS,1010
White,Q2,HS,960
White,Q5,Bachelor,1070
White,Q2,Bachelor,900
Black,Q1,No HS,1040
Hispanic,Q4,Associate,590
Asian,Q5,Bachelor,1410
White,Q4,Bachelor,1030
White,Q3,Bachelor,1030
Hispanic,Q5,HS,1130
White,Q3,HS,890
White,Q5,Bachelor,1070
White,Q5,Associate,1020
Asian,Q3,Bachelor,1090
White,Q5,HS,1220
White,Q5,Grad,1120
White,Q4,HS,950
White,Q4,Grad,660
Asian,Q4,Bachelor,1100
Hispanic,Q3,Bachelor,1250
Black,Q4,Bachelor,720
White,Q4,Grad,920
White,Q4,Bachelor,890
White,Q4,Grad,1430
White,Q2,Grad,700
Asian,Q5,Grad,1200
White,Q5,Bachelor,1180
White,Q5,Bachelor,900
White,Q5,No HS,1080
White,Q2,Bachelor,970
White,Q3,Grad,1020
Hispanic,Q5,Grad,960
White,Q3,Associate,910
Asian,Q1,Grad,1020
Black,Q5,HS,490
White,Q2,Bachelor,680
Hispanic,Q5,HS,1150
Hispanic,Q4,Grad,780
White,Q4,Bachelor,1030
Hispanic,Q3,Grad,990
White,Q2,Grad,920
Black,Q3,Bachelor,860
White,Q3,Grad,890
Black,Q2,Bachelor,1040
White,Q5,Bachelor,960
Asian,Q3,No HS,980
Hispanic,Q2,Bachelor,1060
White,Q1,Associate,1300
Hispanic,Q5,Grad,1000
Black,Q2,Bachelor,630
White,Q2,HS,1190
Hispanic,Q4,Bachelor,1040
White,Q2,Grad,1000
Asian,Q4,HS,1160
Asian,Q5,Bachelor,810
White,Q3,HS,910
Two,Q5,Associate,880
White,Q2,Grad,790
Hispanic,Q5,Bachelor,910
Hispanic,Q2,Grad,1000
Black,Q4,HS,1330
White,Q4,Grad,940
Hispanic,Q5,HS,1100
Asian,Q2,Associate,1300
Two,Q5,HS,1250
Black,Q2,Grad,890
Hispanic,Q4,Bachelor,880
White,Q3,Grad,940
White,Q5,HS,970
White,Q2,Grad,1030
Black,Q4,HS,800
Hispanic,Q5,Grad,1180
Black,Q5,Bachelor,1080
Hispanic,Q5,HS,830
Hispanic,Q5,Bachelor,1000
White,Q1,Bachelor,790
White,Q1,Associate,1250
Black,Q2,Grad,1030
Hispanic,Q2,Bachelor,630
White,Q1,Grad,1590
White,Q4,Associate,1460
Hispanic,Q4,No HS,590
Hispanic,Q2,Bachelor,870
White,Q4,HS,1170
White,Q5,Bachelor,1270
Black,Q5,Grad,900
Hispanic,Q5,HS,1230
Hispanic,Q4,HS,1370
White,Q3,HS,800
White,Q4,Grad,1190
Asian,Q2,HS,1260
Asian,Q5,HS,1360
Hispanic,Q5,Bachelor,890
White,Q4,HS,1180
White,Q5,Associate,1130
Asian,Q3,Bachelor,1520
Asian,Q5,HS,810
Hispanic,Q5,Bachelor,860
Asian,Q3,HS,1030
White,Q5,Bachelor,1000
Asian,Q4,Bachelor,1010
Asian,Q5,Bachelor,1160
Two,Q2,No HS,1050
Hispanic,Q4,Bachelor,1020
White,Q5,Bachelor,910
White,Q1,Grad,690
Asian,Q5,HS,1080
Black,Q4,Associate,910
Black,Q1,Grad,1410
White,Q4,Bachelor,920
White,Q4,HS,1100
Hispanic,Q5,Bachelor,1570
Hispanic,Q4,Bachelor,1130
Hispanic,Q1,Grad,1180
Hispanic,Q5,No HS,1020
Asian,Q4,HS,1340
Hispanic,Q5,No HS,1310
Black,Q4,HS,1030
Hispanic,Q1,Bachelor,1060
Hispanic,Q5,Associate,770
Hispanic,Q5,Grad,1200
White,Q4,Bachelor,1030
Black,Q5,Bachelor,1010
White,Q5,Bachelor,910
Hispanic,Q1,Bachelor,570
Two,Q3,Bachelor,1400
Hispanic,Q5,Grad,1050
White,Q1,HS,1100
Black,Q5,Bachelor,1030
Hispanic,Q5,Bachelor,1060
Black,Q1,No HS,1100
White,Q5,HS,1330
Hispanic,Q3,Grad,1340
Hispanic,Q5,Bachelor,1410
Hispanic,Q5,Grad,1230
White,Q3,Bachelor,1290
Hispanic,Q4,No HS,1090
White,Q5,Grad,1540
Hispanic,Q1,Grad,750
White,Q5,HS,750
White,Q5,Grad,1100
White,Q5,Bachelor,780
Black,Q5,Grad,1010
White,Q5,No HS,730
White,Q4,No HS,950
Black,Q5,HS,1280
White,Q4,Grad,1300
Hispanic,Q2,Bachelor,1190
Asian,Q1,Bachelor,1160
White,Q5,HS,1100
White,Q1,HS,690
White,Q3,Bachelor,670
Two,Q4,No HS,1100
White,Q2,Bachelor,1120
White,Q5,Grad,1030
Hispanic,Q5,Grad,960
Hispanic,Q2,HS,1140
White,Q3,HS,1210
Asian,Q3,Bachelor,1340
Black,Q5,Bachelor,1300
Asian,Q4,Associate,780
White,Q5,Grad,1330
Hispanic,Q5,HS,1050
Two,Q5,HS,1100
Hispanic,Q5,Bachelor,920
Asian,Q1,Grad,1120
White,Q5,HS,1110
Two,Q5,Associate,1030
White,Q4,Grad,1300
White,Q5,HS,1440
Hispanic,Q4,Bachelor,1010
White,Q3,Bachelor,910
Black,Q5,Grad,1240
Hispanic,Q3,Grad,1010
White,Q5,Grad,1310
Hispanic,Q5,Bachelor,990
Two,Q5,No HS,1520
White,Q5,Bachelor,1400
Asian,Q3,Grad,1060
Hispanic,Q5,HS,490
Two,Q3,Bachelor,870
Hispanic,Q1,Bachelor,1160
White,Q3,HS,1110
Hispanic,Q2,Grad,1450
Hispanic,Q5,Bachelor,770
White,Q4,HS,1060
Hispanic,Q5,HS,1270
White,Q5,Bachelor,1310
White,Q5,Bachelor,1090
Hispanic,Q3,Bachelor,770
White,Q4,No HS,850
Black,Q3,HS,750
White,Q3,Grad,1280
White,Q4,HS,850
Asian,Q5,Grad,1280
Hispanic,Q4,Grad,1170
White,Q5,HS,640
Asian,Q5,HS,1270
White,Q2,Associate,800
Black,Q4,No HS,1290
Hispanic,Q5,Grad,1150
White,Q1,HS,850
Black,Q5,Bachelor,1050
Black,Q4,Grad,1120
White,Q5,Grad,1520
Hispanic,Q5,HS,1090
White,Q3,HS,1260
White,Q4,Grad,1370
Hispanic,Q1,Grad,1120
Asian,Q4,Bachelor,750
Black,Q2,Bachelor,1140
Two,Q4,Grad,860
White,Q5,HS,1000
White,Q4,Grad,890
Black,Q5,Grad,660
White,Q5,HS,1080
Black,Q3,Grad,1400
Black,Q3,HS,760
Black,Q5,Bachelor,1300
Black,Q4,Bachelor,1300
Two,Q4,Grad,1320
Hispanic,Q5,Grad,1410
Hispanic,Q1,Bachelor,870
White,Q5,Grad,1380
Hispanic,Q4,Bachelor,990
Hispanic,Q1,Grad,1250
White,Q2,HS,960
White,Q5,Grad,1390
Black,Q3,Associate,1050
Two,Q5,Associate,1010
White,Q5,Grad,1300
Hispanic,Q4,HS,900
Asian,Q4,HS,1190
White,Q2,Associate,840
Asian,Q1,Grad,830
White,Q1,HS,980
White,Q1,Bachelor,810
AIAN,Q5,Grad,1410
White,Q1,Grad,820
Hispanic,Q4,HS,1230
White,Q4,Bachelor,940
Hispanic,Q5,HS,1000
White,Q2,Grad,860
White,Q4,Grad,690
Black,Q4,HS,1090
Asian,Q3,Bachelor,1240
Hispanic,Q2,HS,950
Hispanic,Q4,Bachelor,1200
AIAN,Q3,Bachelor,980
White,Q5,Bachelor,930
White,Q2,Bachelor,970
White,Q4,Grad,1130
White,Q5,Grad,1070
Asian,Q5,Grad,1130
Black,Q3,HS,1230
Black,Q2,HS,1230
Asian,Q5,HS,900
Black,Q5,Bachelor,740
White,Q1,HS,1300
White,Q4,Bachelor,790
Asian,Q3,Bachelor,1240
White,Q2,Bachelor,1330
White,Q1,No HS,1580
White,Q4,Bachelor,900
White,Q3,Bachelor,910
Hispanic,Q2,Grad,800
Hispanic,Q4,Grad,960
Hispanic,Q5,HS,1050
White,Q5,No HS,990
Asian,Q5,Associate,1000
White,Q5,Associate,1130
White,Q1,Bachelor,840
White,Q3,Bachelor,1190
Black,Q5,No HS,1010
Hispanic,Q2,Grad,1200
White,Q5,Bachelor,730
White,Q4,Grad,990
White,Q2,Bachelor,1160
Two,Q5,Bachelor,1280
Hispanic,Q5,Bachelor,1120
White,Q5,Bachelor,1050
Asian,Q2,Bachelor,1100
White,Q5,No HS,1030
Hispanic,Q4,HS,880
Black,Q5,Grad,880
Asian,Q5,Grad,1000
White,Q5,Bachelor,1180
White,Q2,Grad,1340
White,Q5,No HS,530
Hispanic,Q3,Bachelor,1170
White,Q1,Bachelor,760
White,Q4,Bachelor,910
Black,Q1,HS,720
White,Q5,Bachelor,1190
White,Q2,Bachelor,1060
Asian,Q3,Bachelor,1250
White,Q5,HS,1100
Hispanic,Q5,Grad,1040
White,Q4,Grad,1010
White,Q4,HS,780
White,Q5,Associate,1130
White,Q4,No HS,950
White,Q3,Bachelor,1010
Black,Q4,Grad,1080
White,Q4,HS,1070
White,Q3,Grad,1230
Two,Q5,Bachelor,1260
White,Q5,Bachelor,1150
White,Q5,Grad,1290
Asian,Q5,Grad,1300
White,Q5,Bachelor,1190
Black,Q4,Grad,1380
White,Q5,Grad,1410
Hispanic,Q3,Grad,850
Black,Q4,HS,980
White,Q5,Grad,1490
Black,Q1,Grad,1190
Asian,Q4,Grad,1230
White,Q5,Bachelor,1230
Two,Q1,Grad,800
Hispanic,Q5,Grad,880
White,Q2,Bachelor,850
Black,Q4,Bachelor,1020
White,Q3,No HS,870
Hispanic,Q5,No HS,1100
White,Q2,Bachelor,1160
Asian,Q3,Grad,1100
Hispanic,Q3,Grad,1080
Hispanic,Q2,HS,580
White,Q5,No HS,1240
Black,Q4,Grad,1320
Black,Q4,HS,1270
White,Q3,Bachelor,1240
Hispanic,Q4,Associate,1080
Two,Q5,Bachelor,1100
White,Q4,Grad,1110
White,Q3,HS,650
White,Q4,HS,1010
White,Q5,Grad,930
White,Q5,Grad,1220
White,Q4,Bachelor,1020
Black,Q2,Bachelor,840
Hispanic,Q5,HS,1160
White,Q5,HS,840
Black,Q4,Bachelor,650
White,Q5,HS,1490
Hispanic,Q2,HS,470
Black,Q2,Grad,810
White,Q4,HS,720
Hispanic,Q2,Associate,1150
White,Q2,HS,1210
Two,Q4,No HS,1180
Hispanic,Q5,Grad,920
Black,Q2,Associate,750
Asian,Q5,HS,820
White,Q2,HS,890
White,Q2,No HS,650
Black,Q5,Grad,1170
Asian,Q5,Bachelor,1270
White,Q2,Grad,1190
Hispanic,Q5,Bachelor,1020
Asian,Q5,Bachelor,1110
White,Q5,Grad,990
Hispanic,Q1,Grad,1310
Two,Q3,No HS,920
Black,Q3,Bachelor,1240
White,Q1,Bachelor,990
Asian,Q4,Grad,1180
Asian,Q2,Associate,1140
Black,Q4,No HS,820
White,Q4,HS,1160
Hispanic,Q5,Bachelor,520
Two,Q5,Associate,1270
White,Q4,Bachelor,1080
Hispanic,Q1,Bachelor,880
Asian,Q4,Bachelor,1060
White,Q5,No HS,830
Asian,Q5,Bachelor,1360
Hispanic,Q4,Grad,930
White,Q4,HS,960
White,Q4,Bachelor,1290
White,Q2,No HS,670
White,Q5,Bachelor,1000
Asian,Q5,Bachelor,1190
Hispanic,Q5,Bachelor,950
Hispanic,Q5,Bachelor,530
White,Q4,Bachelor,790
White,Q3,HS,1240
Asian,Q5,No HS,750
Black,Q4,HS,990
White,Q1,HS,780
White,Q5,HS,470
Hispanic,Q2,Grad,1080
Hispanic,Q3,No HS,810
Asian,Q2,Bachelor,1110
White,Q2,HS,1490
White,Q4,Grad,1150
AIAN,Q5,Grad,870
Asian,Q4,HS,1420
White,Q5,Grad,1120
White,Q2,Grad,1010
Hispanic,Q5,Grad,1090
Hispanic,Q3,HS,1070
Hispanic,Q1,Associate,1040
White,Q3,Bachelor,1350
Asian,Q5,No HS,1030
White,Q2,Grad,1050
Black,Q5,Bachelor,1340
Asian,Q1,Bachelor,1530
White,Q1,Bachelor,1060
White,Q4,HS,1210
Hispanic,Q4,Bachelor,1280
White,Q5,Bachelor,1330
White,Q4,Associate,1290
Asian,Q3,Bachelor,1470
White,Q5,Grad,1060
Black,Q2,Bachelor,1130
Asian,Q1,Grad,1040
Hispanic,Q1,Grad,1050
White,Q5,Grad,1090
Hispanic,Q4,HS,1130
Hispanic,Q3,Bachelor,1060
Hispanic,Q5,Bachelor,1300
White,Q5,Bachelor,1080
Black,Q2,Associate,860
Two,Q5,Grad,1460
White,Q4,Bachelor,1410
Hispanic,Q1,HS,1210
Hispanic,Q5,Grad,1150
White,Q3,Grad,1500
Hispanic,Q1,Bachelor,1300
Hispanic,Q5,Bachelor,850
White,Q5,Grad,1280
White,Q3,No HS,1220
White,Q5,Grad,730
Black,Q5,HS,880
Black,Q5,Grad,1130
White,Q5,Bachelor,1240
White,Q5,Bachelor,1230
Hispanic,Q4,Bachelor,1110
White,Q2,Bachelor,980
White,Q3,Bachelor,1230
Asian,Q4,HS,690
White,Q1,Bachelor,1030
Hispanic,Q4,Associate,1490
Asian,Q4,HS,880
Hispanic,Q4,Grad,850
Black,Q2,HS,840
Asian,Q5,No HS,1300
Black,Q5,Associate,1490
White,Q1,Grad,1120
White,Q2,Grad,920
White,Q5,Grad,1470
Black,Q2,Associate,1080
White,Q5,Bachelor,1170
White,Q2,HS,1360
White,Q2,Bachelor,1320
Two,Q5,Bachelor,800
White,Q1,Bachelor,1060
White,Q5,Bachelor,930
White,Q4,HS,860
Hispanic,Q3,Grad,1210
Black,Q3,HS,920
White,Q2,Bachelor,1170
Hispanic,Q5,Associate,1020
White,Q3,Associate,1070
White,Q4,Grad,560
White,Q5,Bachelor,1340
White,Q5,Grad,510
Black,Q4,Bachelor,880
Hispanic,Q2,Bachelor,1020
Hispanic,Q2,HS,550
White,Q4,HS,690
White,Q5,Bachelor,1050
White,Q3,Grad,1340
Asian,Q2,Bachelor,1400
Hispanic,Q4,Grad,1230
Hispanic,Q3,Bachelor,1050
White,Q5,HS,1450
White,Q4,No HS,1320
White,Q3,Grad,1210
White,Q5,Grad,1490
Asian,Q5,HS,920
Black,Q5,Grad,990
White,Q5,Grad,1030
Black,Q4,Bachelor,1380
Hispanic,Q1,Associate,690
White,Q2,HS,1250
Black,Q3,Bachelor,970
Hispanic,Q2,HS,870
Black,Q1,HS,1000
White,Q5,Bachelor,1000
Asian,Q1,Grad,1060
Asian,Q5,Bachelor,1390
Hispanic,Q1,Bachelor,610
White,Q4,Grad,900
Hispanic,Q1,Bachelor,1400
White,Q5,Bachelor,1130
Hispanic,Q4,Grad,1280
White,Q3,Associate,1100
White,Q5,HS,1460
White,Q5,Grad,1140
White,Q1,Associate,1230
Two,Q5,HS,1260
White,Q5,Grad,1200
Asian,Q1,Bachelor,1120
White,Q2,Bachelor,1140
Asian,Q5,Grad,1070
Hispanic,Q5,HS,850
Hispanic,Q2,No HS,890
Black,Q4,Grad,1290
Black,Q2,Grad,1030
Hispanic,Q2,Grad,1040
Hispanic,Q5,Grad,1330
White,Q4,No HS,770
White,Q3,Bachelor,1360
White,Q4,Bachelor,1240
Hispanic,Q5,HS,1070
White,Q1,Bachelor,980
White,Q5,Bachelor,1130
Black,Q1,Bachelor,980
Hispanic,Q5,HS,1060
Asian,Q5,Bachelor,970
White,Q5,Grad,700
Black,Q5,Bachelor,1130
White,Q2,HS,1180
Hispanic,Q2,HS,1190
White,Q3,Bachelor,1070
White,Q1,Bachelor,1070
Black,Q4,Grad,750
White,Q1,Bachelor,860
Hispanic,Q1,No HS,1450
Black,Q1,Grad,1010
White,Q2,Grad,1250
White,Q5,HS,1490
Hispanic,Q4,Associate,1140
White,Q4,Bachelor,1550
Hispanic,Q5,Grad,940
White,Q5,Grad,1150
Two,Q2,HS,1210
Hispanic,Q4,Grad,700
Black,Q5,HS,980
White,Q5,Bachelor,1200
White,Q5,Associate,1160
White,Q1,Grad,950
White,Q2,Associate,850
Two,Q2,HS,890
Black,Q3,HS,1000
Two,Q1,Bachelor,1040
Two,Q5,Bachelor,1030
Hispanic,Q3,Grad,1000
Two,Q3,Grad,1240
White,Q5,Grad,1280
Asian,Q5,Grad,1270
Hispanic,Q4,Bachelor,1080
Black,Q2,HS,710
White,Q5,No HS,870
White,Q5,Bachelor,1060
White,Q4,HS,1200
Two,Q1,HS,570
Black,Q5,Bachelor,1090
White,Q5,Bachelor,1280
Black,Q3,Grad,1170
White,Q4,HS,960
Asian,Q2,Associate,1020
Asian,Q5,Bachelor,1210
